Student_ID,Skill_Name,Skill_Score,Assessment_Score,Course_Completion_Percentage,Learning_Hours,Assignment_Completion_Rate,Login_Frequency,Skill_Category,Proficiency_Level
S095,Power BI,54,64,98,122,50,9,Visualization,Intermediate
S095,Tableau,88,81,65,87,80,30,Visualization,Advanced
S095,Python,41,78,71,158,68,16,Programming,Beginner
S095,Cyber Security,43,87,74,136,77,18,Security,Beginner
S095,Linux,41,65,96,28,100,26,Tools,Beginner
S095,Web Development,84,64,92,157,84,13,Development,Advanced
S095,C++,40,74,78,56,76,7,Programming,Beginner
S095,Deep Learning,94,51,66,139,60,24,AI,Advanced
S095,Excel,72,72,80,104,78,10,Visualization,Intermediate
S095,Java,66,88,56,49,72,25,Programming,Intermediate
S096,Machine Learning,84,76,92,143,92,28,AI,Advanced
S096,Statistics,87,56,87,137,64,29,Analytics,Advanced
S096,Web Development,78,99,62,44,67,15,Development,Advanced
S096,Linux,82,66,65,112,75,28,Tools,Advanced
S096,Algorithms,66,90,78,194,60,20,Programming,Intermediate
S096,Cyber Security,89,69,55,102,66,14,Security,Advanced
S096,SQL,44,60,82,86,95,26,Database,Beginner
S096,Computer Vision,44,59,57,58,60,12,AI,Beginner
S096,Cloud Computing,49,48,56,155,97,29,Cloud,Beginner
S096,C++,81,81,82,148,66,24,Programming,Advanced
S097,Java,47,43,89,199,91,29,Programming,Beginner
S097,NLP,89,72,60,70,90,22,AI,Advanced
S097,Deep Learning,50,51,93,76,57,4,AI,Intermediate
S097,Computer Vision,77,47,99,26,55,1,AI,Advanced
S097,Cloud Computing,50,58,59,17,64,29,Cloud,Intermediate
S097,Data Structures,86,54,71,183,70,10,Programming,Advanced
S097,Tableau,97,54,92,59,68,21,Visualization,Advanced
S097,Statistics,43,72,67,89,57,10,Analytics,Beginner
S097,Cyber Security,84,65,73,125,79,14,Security,Advanced
S097,Linux,88,88,56,183,84,28,Tools,Advanced
S098,Statistics,54,72,52,69,100,22,Analytics,Intermediate
S098,Data Analysis,63,64,87,123,58,15,Analytics,Intermediate
S098,C++,42,56,84,36,51,13,Programming,Beginner
S098,Excel,91,80,59,40,77,25,Visualization,Advanced
S098,Tableau,51,84,63,182,83,20,Visualization,Intermediate
S098,Web Development,60,67,58,173,56,27,Development,Intermediate
S098,SQL,98,99,52,23,74,8,Database,Advanced
S098,NLP,59,81,92,111,73,8,AI,Intermediate
S098,Algorithms,78,86,55,168,75,23,Programming,Advanced
S098,Python,61,75,62,119,50,27,Programming,Intermediate
S099,Power BI,87,60,71,153,94,14,Visualization,Advanced
S099,Linux,65,100,70,66,75,3,Tools,Intermediate
S099,Data Analysis,61,42,51,62,92,7,Analytics,Intermediate
S099,NLP,54,59,76,144,69,2,AI,Intermediate
S099,Tableau,68,74,56,121,52,6,Visualization,Intermediate
S099,Computer Vision,57,62,58,196,98,18,AI,Intermediate
S099,Algorithms,65,83,80,73,60,20,Programming,Intermediate
S099,Python,45,56,72,18,61,10,Programming,Beginner
S099,C++,94,43,67,105,50,13,Programming,Advanced
S099,Statistics,99,77,61,141,96,2,Analytics,Advanced
S100,Data Structures,65,78,94,86,70,22,Programming,Intermediate
S100,Algorithms,97,63,81,43,50,14,Programming,Advanced
S100,C++,82,89,62,174,59,14,Programming,Advanced
S100,Computer Vision,49,94,63,147,92,2,AI,Beginner
S100,Web Development,92,47,66,194,66,11,Development,Advanced
S100,Deep Learning,71,74,73,119,93,17,AI,Intermediate
S100,Machine Learning,51,91,60,65,94,7,AI,Intermediate
S100,Python,64,61,87,112,90,10,Programming,Intermediate
S100,Statistics,91,84,70,150,72,1,Analytics,Advanced
S100,Power BI,61,84,85,61,93,25,Visualization,Intermediate
S101,Web Development,52,60,96,114,81,4,Development,Intermediate
S101,Git,65,100,95,53,64,2,Tools,Intermediate
S101,Cloud Computing,46,46,89,195,80,2,Cloud,Beginner
S101,Cyber Security,93,81,71,36,58,30,Security,Advanced
S101,SQL,89,84,64,154,79,27,Database,Advanced
S101,Data Structures,54,69,59,187,73,13,Programming,Intermediate
S101,Algorithms,82,78,87,32,65,29,Programming,Advanced
S101,Statistics,51,42,72,62,86,21,Analytics,Intermediate
S101,Data Analysis,71,72,68,183,86,14,Analytics,Intermediate
S101,Power BI,67,47,69,32,54,23,Visualization,Intermediate
S102,SQL,74,48,79,134,86,19,Database,Intermediate
S102,NLP,65,48,88,22,70,14,AI,Intermediate
S102,Deep Learning,44,97,71,133,80,28,AI,Beginner
S102,C++,42,46,96,59,69,16,Programming,Beginner
S102,Excel,87,48,70,35,100,25,Visualization,Advanced
S102,Machine Learning,65,83,86,72,70,1,AI,Intermediate
S102,Java,93,67,63,170,78,12,Programming,Advanced
S102,Statistics,51,90,53,21,97,6,Analytics,Intermediate
S102,Power BI,78,94,50,63,67,14,Visualization,Advanced
S102,Algorithms,83,55,62,110,78,22,Programming,Advanced
S103,Data Analysis,78,73,69,21,51,19,Analytics,Advanced
S103,Java,68,43,94,93,94,13,Programming,Intermediate
S103,Machine Learning,71,92,97,200,58,29,AI,Intermediate
S103,Tableau,87,93,81,190,72,16,Visualization,Advanced
S103,C++,49,91,76,104,86,5,Programming,Beginner
S103,Statistics,49,98,94,37,85,18,Analytics,Beginner
S103,Python,99,59,51,195,94,26,Programming,Advanced
S103,Linux,54,45,80,156,64,24,Tools,Intermediate
S103,Cyber Security,65,97,69,119,67,10,Security,Intermediate
S103,Cloud Computing,90,60,95,23,69,24,Cloud,Advanced
S104,Machine Learning,73,81,80,16,70,7,AI,Intermediate
S104,SQL,53,55,90,168,91,27,Database,Intermediate
S104,Statistics,64,93,52,121,77,5,Analytics,Intermediate
S104,Git,41,77,100,179,93,15,Tools,Beginner
S104,Computer Vision,85,45,95,26,98,5,AI,Advanced
S104,Excel,69,62,54,55,61,7,Visualization,Intermediate
S104,Deep Learning,55,87,73,161,67,29,AI,Intermediate
S104,Java,84,55,75,10,69,12,Programming,Advanced
S104,Cyber Security,50,66,97,44,96,13,Security,Intermediate
S104,Linux,91,77,76,126,60,4,Tools,Advanced
S105,Algorithms,55,47,97,177,91,1,Programming,Intermediate
S105,C++,85,90,73,84,58,7,Programming,Advanced
S105,Cyber Security,61,63,87,62,50,24,Security,Intermediate
S105,Deep Learning,87,95,50,25,78,18,AI,Advanced
S105,Statistics,86,92,52,146,89,29,Analytics,Advanced
S105,Power BI,60,41,96,123,82,5,Visualization,Intermediate
S105,SQL,83,43,55,154,95,11,Database,Advanced
S105,Python,57,69,98,18,88,1,Programming,Intermediate
S105,Git,75,59,71,103,65,11,Tools,Advanced
S105,Cloud Computing,96,79,93,73,51,19,Cloud,Advanced
S106,SQL,69,82,99,129,91,28,Database,Intermediate
S106,Git,93,76,54,43,55,6,Tools,Advanced
S106,Linux,94,97,59,69,58,10,Tools,Advanced
S106,Power BI,72,61,83,43,77,1,Visualization,Intermediate
S106,Excel,80,51,51,179,61,27,Visualization,Advanced
S106,Web Development,47,52,83,89,57,6,Development,Beginner
S106,Cyber Security,48,67,70,98,100,24,Security,Beginner
S106,NLP,77,92,73,167,90,9,AI,Advanced
S106,Algorithms,41,80,61,129,95,17,Programming,Beginner
S106,Tableau,96,66,51,163,51,14,Visualization,Advanced
S107,NLP,63,81,55,71,50,2,AI,Intermediate
S107,Power BI,78,52,76,182,100,2,Visualization,Advanced
S107,SQL,69,55,64,69,79,24,Database,Intermediate
S107,Algorithms,78,94,83,58,75,14,Programming,Advanced
S107,Cloud Computing,72,99,89,46,56,19,Cloud,Intermediate
S107,Data Structures,73,82,58,76,56,21,Programming,Intermediate
S107,Deep Learning,79,49,75,82,68,20,AI,Advanced
S107,Java,65,95,81,103,75,30,Programming,Intermediate
S107,Excel,98,47,74,123,52,14,Visualization,Advanced
S107,Computer Vision,71,63,64,144,54,23,AI,Intermediate
S108,C++,63,40,74,198,74,14,Programming,Intermediate
S108,Cloud Computing,45,44,50,23,76,18,Cloud,Beginner
S108,Data Analysis,81,40,68,35,95,19,Analytics,Advanced
S108,Algorithms,78,90,50,49,77,22,Programming,Advanced
S108,Git,45,62,83,39,84,23,Tools,Beginner
S108,NLP,61,84,65,180,53,23,AI,Intermediate
S108,Web Development,71,60,86,105,61,21,Development,Intermediate
S108,Computer Vision,60,88,93,75,95,24,AI,Intermediate
S108,Excel,73,65,92,23,80,29,Visualization,Intermediate
S108,Power BI,86,55,57,182,58,22,Visualization,Advanced
S109,Data Structures,70,72,69,63,87,19,Programming,Intermediate
S109,SQL,69,54,56,43,77,13,Database,Intermediate
S109,Machine Learning,61,69,90,125,86,17,AI,Intermediate
S109,Computer Vision,59,85,59,33,57,19,AI,Intermediate
S109,Git,56,60,88,74,91,26,Tools,Intermediate
S109,Power BI,63,62,59,71,73,27,Visualization,Intermediate
S109,Linux,40,100,93,89,61,16,Tools,Beginner
S109,C++,72,75,52,125,55,18,Programming,Intermediate
S109,Tableau,47,61,55,99,99,30,Visualization,Beginner
S109,Cloud Computing,61,57,69,51,74,19,Cloud,Intermediate
S110,Tableau,64,51,99,18,68,14,Visualization,Intermediate
S110,NLP,88,100,81,159,70,18,AI,Advanced
S110,Statistics,68,90,99,96,56,14,Analytics,Intermediate
S110,Machine Learning,69,95,93,133,81,22,AI,Intermediate
S110,Web Development,78,85,73,169,67,13,Development,Advanced
S110,C++,79,84,96,117,73,2,Programming,Advanced
S110,SQL,88,100,85,44,91,25,Database,Advanced
S110,Data Analysis,67,66,81,21,56,19,Analytics,Intermediate
S110,Power BI,43,89,93,128,62,26,Visualization,Beginner
S110,Java,83,72,89,182,65,23,Programming,Advanced
S111,Data Structures,64,44,72,76,87,14,Programming,Intermediate
S111,Tableau,93,73,66,88,55,26,Visualization,Advanced
S111,Data Analysis,83,52,87,40,66,19,Analytics,Advanced
S111,SQL,47,74,84,134,56,20,Database,Beginner
S111,Machine Learning,81,73,54,150,58,20,AI,Advanced
S111,Python,95,84,53,81,82,25,Programming,Advanced
S111,Cyber Security,79,67,78,146,61,25,Security,Advanced
S111,C++,93,51,53,23,55,2,Programming,Advanced
S111,Deep Learning,46,76,81,41,82,3,AI,Beginner
S111,Git,68,71,60,122,69,3,Tools,Intermediate
S112,NLP,68,40,94,89,85,20,AI,Intermediate
S112,Power BI,85,78,99,70,59,10,Visualization,Advanced
S112,Linux,79,53,55,168,64,11,Tools,Advanced
S112,Web Development,54,59,61,28,76,23,Development,Intermediate
S112,Statistics,82,49,73,124,56,16,Analytics,Advanced
S112,Machine Learning,46,54,88,26,53,17,AI,Beginner
S112,Deep Learning,44,66,81,156,54,6,AI,Beginner
S112,Cyber Security,99,93,100,79,87,3,Security,Advanced
S112,Java,77,81,70,107,99,19,Programming,Advanced
S112,Computer Vision,72,96,90,90,96,16,AI,Intermediate
S113,Linux,46,98,62,82,86,21,Tools,Beginner
S113,Data Analysis,69,51,50,32,68,16,Analytics,Intermediate
S113,NLP,61,99,50,48,83,27,AI,Intermediate
S113,C++,53,48,100,42,95,14,Programming,Intermediate
S113,Java,90,47,68,114,62,18,Programming,Advanced
S113,Tableau,63,96,71,184,67,6,Visualization,Intermediate
S113,Statistics,86,81,91,48,81,13,Analytics,Advanced
S113,Git,96,58,100,106,88,21,Tools,Advanced
S113,Deep Learning,68,56,77,154,90,10,AI,Intermediate
S113,Computer Vision,90,65,63,138,59,27,AI,Advanced
S114,NLP,57,93,97,85,79,20,AI,Intermediate
S114,Machine Learning,66,70,68,155,69,22,AI,Intermediate
S114,Data Analysis,54,85,63,112,91,7,Analytics,Intermediate
S114,Cyber Security,85,40,89,168,57,14,Security,Advanced
S114,Excel,48,59,97,13,60,1,Visualization,Beginner
S114,Cloud Computing,57,78,66,175,100,11,Cloud,Intermediate
S114,Power BI,46,75,63,168,68,2,Visualization,Beginner
S114,Git,88,48,72,139,57,20,Tools,Advanced
S114,Statistics,89,98,80,16,76,1,Analytics,Advanced
S114,SQL,65,71,80,168,93,15,Database,Intermediate
S115,Power BI,69,98,68,94,100,8,Visualization,Intermediate
S115,Computer Vision,87,46,89,72,64,28,AI,Advanced
S115,Java,89,75,88,62,55,18,Programming,Advanced
S115,Python,73,69,71,34,58,8,Programming,Intermediate
S115,Linux,71,50,64,173,85,9,Tools,Intermediate
S115,Cloud Computing,55,69,99,157,79,5,Cloud,Intermediate
S115,C++,64,53,81,75,70,28,Programming,Intermediate
S115,Deep Learning,90,60,98,50,91,26,AI,Advanced
S115,SQL,93,95,89,68,92,17,Database,Advanced
S115,Statistics,92,80,65,53,50,27,Analytics,Advanced
S116,Tableau,93,91,66,25,97,25,Visualization,Advanced
S116,Linux,61,72,74,46,79,22,Tools,Intermediate
S116,Deep Learning,59,81,79,92,52,26,AI,Intermediate
S116,Excel,59,89,68,29,69,16,Visualization,Intermediate
S116,Cyber Security,49,82,67,67,89,7,Security,Beginner
S116,Data Structures,41,51,67,128,95,18,Programming,Beginner
S116,Computer Vision,62,89,73,64,88,20,AI,Intermediate
S116,Machine Learning,79,54,94,17,63,28,AI,Advanced
S116,C++,76,76,72,176,99,22,Programming,Advanced
S116,Statistics,64,61,100,187,69,28,Analytics,Intermediate
S117,Web Development,95,65,74,186,95,28,Development,Advanced
S117,Statistics,42,63,61,142,86,15,Analytics,Beginner
S117,Java,93,48,68,194,50,29,Programming,Advanced
S117,C++,91,79,55,124,89,24,Programming,Advanced
S117,Algorithms,90,65,67,41,81,18,Programming,Advanced
S117,Machine Learning,51,79,72,83,73,26,AI,Intermediate
S117,SQL,68,61,74,149,98,25,Database,Intermediate
S117,Python,42,41,65,172,83,27,Programming,Beginner
S117,Deep Learning,52,80,75,82,89,5,AI,Intermediate
S117,Power BI,86,73,76,27,62,23,Visualization,Advanced
S118,Power BI,70,52,88,169,52,23,Visualization,Intermediate
S118,SQL,63,85,81,123,63,12,Database,Intermediate
S118,Git,47,53,89,117,100,2,Tools,Beginner
S118,NLP,55,96,51,141,97,3,AI,Intermediate
S118,Data Structures,91,43,52,86,62,28,Programming,Advanced
S118,C++,95,45,65,11,74,7,Programming,Advanced
S118,Python,56,91,76,85,51,13,Programming,Intermediate
S118,Tableau,93,49,53,152,63,27,Visualization,Advanced
S118,Data Analysis,66,81,72,87,51,10,Analytics,Intermediate
S118,Algorithms,70,57,50,112,72,25,Programming,Intermediate
S119,Data Analysis,77,70,69,118,60,2,Analytics,Advanced
S119,Git,83,53,60,147,63,13,Tools,Advanced
S119,Deep Learning,66,83,57,19,88,27,AI,Intermediate
S119,Data Structures,54,41,56,187,56,18,Programming,Intermediate
S119,Machine Learning,99,48,79,15,75,12,AI,Advanced
S119,SQL,40,79,94,80,76,1,Database,Beginner
S119,Excel,84,65,70,159,60,26,Visualization,Advanced
S119,Tableau,69,46,69,101,52,3,Visualization,Intermediate
S119,Cloud Computing,95,91,55,172,79,3,Cloud,Advanced
S119,C++,81,94,66,182,54,12,Programming,Advanced
S120,Data Structures,51,64,91,159,97,5,Programming,Intermediate
S120,C++,71,52,95,183,74,4,Programming,Intermediate
S120,Statistics,92,97,60,37,92,26,Analytics,Advanced
S120,Tableau,98,89,87,135,85,20,Visualization,Advanced
S120,Deep Learning,90,73,90,69,72,20,AI,Advanced
S120,Java,89,61,90,198,50,7,Programming,Advanced
S120,Excel,91,56,61,55,71,2,Visualization,Advanced
S120,Linux,47,73,65,50,57,17,Tools,Beginner
S120,Cloud Computing,77,100,64,89,82,21,Cloud,Advanced
S120,Web Development,89,80,86,101,63,18,Development,Advanced
S121,Web Development,81,74,66,51,68,12,Development,Advanced
S121,Python,41,97,57,46,60,23,Programming,Beginner
S121,Git,51,80,87,95,79,25,Tools,Intermediate
S121,Cyber Security,61,92,91,139,87,30,Security,Intermediate
S121,Java,50,45,80,124,75,15,Programming,Intermediate
S121,SQL,52,57,68,126,91,17,Database,Intermediate
S121,Data Analysis,42,72,68,72,95,20,Analytics,Beginner
S121,Deep Learning,46,61,72,43,98,23,AI,Beginner
S121,Machine Learning,80,97,60,145,70,10,AI,Advanced
S121,Linux,98,41,77,59,57,7,Tools,Advanced
S122,Tableau,67,58,72,157,62,4,Visualization,Intermediate
S122,Algorithms,93,96,67,14,89,22,Programming,Advanced
S122,Excel,67,62,86,174,72,30,Visualization,Intermediate
S122,Data Structures,81,85,67,96,65,16,Programming,Advanced
S122,Python,75,73,58,10,88,12,Programming,Advanced
S122,Cloud Computing,55,94,59,180,62,8,Cloud,Intermediate
S122,Git,44,51,99,71,76,2,Tools,Beginner
S122,Deep Learning,58,70,84,82,52,19,AI,Intermediate
S122,Linux,76,78,55,65,72,30,Tools,Advanced
S122,C++,73,72,90,90,80,30,Programming,Intermediate
S123,Computer Vision,40,54,78,47,86,4,AI,Beginner
S123,Git,57,84,88,74,81,24,Tools,Intermediate
S123,SQL,54,42,96,26,55,1,Database,Intermediate
S123,Linux,92,63,67,95,78,15,Tools,Advanced
S123,Deep Learning,49,42,60,51,53,15,AI,Beginner
S123,Algorithms,74,77,86,129,83,29,Programming,Intermediate
S123,Machine Learning,70,63,89,127,76,29,AI,Intermediate
S123,Web Development,56,81,82,164,77,14,Development,Intermediate
S123,NLP,54,43,60,200,87,13,AI,Intermediate
S123,Cyber Security,65,45,85,131,85,17,Security,Intermediate
S124,Python,91,67,65,157,58,25,Programming,Advanced
S124,Web Development,48,64,51,168,92,9,Development,Beginner
S124,Linux,69,52,66,154,95,16,Tools,Intermediate
S124,Deep Learning,57,50,84,69,86,10,AI,Intermediate
S124,Git,62,60,97,132,72,24,Tools,Intermediate
S124,Data Structures,55,83,61,136,97,22,Programming,Intermediate
S124,SQL,79,93,97,176,83,5,Database,Advanced
S124,Cyber Security,40,58,51,162,63,7,Security,Beginner
S124,Data Analysis,96,91,71,15,50,3,Analytics,Advanced
S124,Java,51,57,52,69,80,11,Programming,Intermediate
S125,NLP,40,73,98,192,94,3,AI,Beginner
S125,Data Structures,51,66,92,166,80,19,Programming,Intermediate
S125,Web Development,74,71,69,19,81,5,Development,Intermediate
S125,C++,51,77,50,160,54,29,Programming,Intermediate
S125,Computer Vision,71,46,57,106,99,25,AI,Intermediate
S125,Excel,48,72,75,18,80,11,Visualization,Beginner
S125,Power BI,96,44,59,140,91,1,Visualization,Advanced
S125,Cloud Computing,98,71,98,30,54,9,Cloud,Advanced
S125,Data Analysis,73,51,50,10,65,19,Analytics,Intermediate
S125,Java,93,66,92,30,75,26,Programming,Advanced
S126,Git,95,63,79,174,89,9,Tools,Advanced
S126,Excel,91,69,67,122,59,7,Visualization,Advanced
S126,Cyber Security,40,52,97,11,97,22,Security,Beginner
S126,Deep Learning,41,83,59,116,65,12,AI,Beginner
S126,Cloud Computing,99,52,69,27,68,28,Cloud,Advanced
S126,Tableau,92,79,93,104,66,19,Visualization,Advanced
S126,Power BI,42,66,62,198,52,22,Visualization,Beginner
S126,SQL,42,40,87,144,73,6,Database,Beginner
S126,Linux,82,83,75,162,58,7,Tools,Advanced
S126,Computer Vision,59,56,94,190,98,13,AI,Intermediate
S127,Algorithms,84,65,62,150,71,5,Programming,Advanced
S127,C++,94,86,55,41,88,30,Programming,Advanced
S127,Java,54,65,70,56,85,2,Programming,Intermediate
S127,Statistics,82,79,78,173,64,19,Analytics,Advanced
S127,Data Analysis,93,50,67,155,52,19,Analytics,Advanced
S127,Data Structures,89,97,64,169,64,7,Programming,Advanced
S127,Web Development,76,85,77,25,96,15,Development,Advanced
S127,NLP,42,94,95,187,99,12,AI,Beginner
S127,SQL,49,54,91,121,75,16,Database,Beginner
S127,Git,49,42,84,66,97,27,Tools,Beginner
S128,Tableau,81,48,74,148,77,8,Visualization,Advanced
S128,Data Analysis,43,94,95,34,87,12,Analytics,Beginner
S128,Linux,57,89,79,40,93,1,Tools,Intermediate
S128,SQL,40,45,96,99,66,6,Database,Beginner
S128,Web Development,51,52,65,53,81,25,Development,Intermediate
S128,NLP,83,91,81,162,87,3,AI,Advanced
S128,Algorithms,74,78,52,138,61,7,Programming,Intermediate
S128,Cloud Computing,90,40,50,125,70,18,Cloud,Advanced
S128,Excel,54,62,77,18,86,10,Visualization,Intermediate
S128,Cyber Security,99,90,93,178,63,1,Security,Advanced
S129,NLP,67,72,50,117,94,26,AI,Intermediate
S129,SQL,50,62,88,90,59,6,Database,Intermediate
S129,C++,51,61,66,34,64,16,Programming,Intermediate
S129,Cloud Computing,64,74,79,169,96,24,Cloud,Intermediate
S129,Java,76,59,69,185,58,3,Programming,Advanced
S129,Excel,42,99,74,179,52,1,Visualization,Beginner
S129,Linux,53,86,54,157,94,27,Tools,Intermediate
S129,Tableau,99,83,62,60,50,28,Visualization,Advanced
S129,Power BI,72,97,56,56,86,6,Visualization,Intermediate
S129,Python,65,99,94,196,64,16,Programming,Intermediate
S130,C++,91,42,62,43,64,6,Programming,Advanced
S130,Data Analysis,61,82,77,38,67,30,Analytics,Intermediate
S130,SQL,79,80,99,199,82,11,Database,Advanced
S130,Web Development,98,95,52,60,85,30,Development,Advanced
S130,Computer Vision,73,59,70,86,63,27,AI,Intermediate
S130,Git,56,49,84,95,58,27,Tools,Intermediate
S130,Statistics,94,48,97,53,76,19,Analytics,Advanced
S130,Linux,72,49,67,37,86,30,Tools,Intermediate
S130,Java,81,52,97,53,72,1,Programming,Advanced
S130,Cyber Security,66,100,84,67,70,17,Security,Intermediate
S131,Cyber Security,98,78,98,11,95,22,Security,Advanced
S131,Excel,71,48,57,112,72,20,Visualization,Intermediate
S131,Algorithms,56,91,69,74,85,22,Programming,Intermediate
S131,Machine Learning,80,91,76,104,85,15,AI,Advanced
S131,Data Analysis,42,91,57,161,84,7,Analytics,Beginner
S131,Python,83,94,82,41,54,10,Programming,Advanced
S131,Git,65,47,52,193,56,8,Tools,Intermediate
S131,Computer Vision,43,81,78,73,63,6,AI,Beginner
S131,Deep Learning,54,42,77,143,60,18,AI,Intermediate
S131,Power BI,86,49,97,51,66,11,Visualization,Advanced
S132,C++,50,42,56,16,67,5,Programming,Intermediate
S132,Deep Learning,55,62,57,66,94,14,AI,Intermediate
S132,Data Structures,64,50,72,185,94,4,Programming,Intermediate
S132,NLP,76,68,53,113,76,13,AI,Advanced
S132,Python,96,93,53,12,53,13,Programming,Advanced
S132,Algorithms,96,97,61,115,79,2,Programming,Advanced
S132,Computer Vision,82,77,90,119,67,25,AI,Advanced
S132,Excel,74,59,59,96,69,19,Visualization,Intermediate
S132,Cloud Computing,56,96,88,190,65,7,Cloud,Intermediate
S132,Statistics,98,52,92,130,78,4,Analytics,Advanced
S133,Statistics,51,82,66,64,59,15,Analytics,Intermediate
S133,Machine Learning,83,68,59,72,84,17,AI,Advanced
S133,Cloud Computing,44,93,79,78,77,22,Cloud,Beginner
S133,C++,99,47,95,12,57,1,Programming,Advanced
S133,Git,71,42,56,30,70,11,Tools,Intermediate
S133,NLP,92,93,57,130,51,26,AI,Advanced
S133,Web Development,85,84,73,28,69,20,Development,Advanced
S133,Data Structures,86,78,59,173,96,25,Programming,Advanced
S133,Excel,96,99,100,62,53,4,Visualization,Advanced
S133,Cyber Security,51,87,88,129,86,25,Security,Intermediate
S134,C++,55,55,89,92,56,12,Programming,Intermediate
S134,Computer Vision,44,83,77,188,88,19,AI,Beginner
S134,SQL,75,72,95,38,75,13,Database,Advanced
S134,Python,52,56,90,186,79,21,Programming,Intermediate
S134,Machine Learning,59,43,76,185,54,3,AI,Intermediate
S134,Statistics,54,45,82,123,74,2,Analytics,Intermediate
S134,Power BI,82,84,94,151,74,9,Visualization,Advanced
S134,Data Structures,64,93,71,107,83,29,Programming,Intermediate
S134,Web Development,40,88,90,69,75,6,Development,Beginner
S134,Data Analysis,51,49,82,21,56,3,Analytics,Intermediate
S135,Excel,58,59,82,106,58,19,Visualization,Intermediate
S135,Web Development,55,47,74,180,95,17,Development,Intermediate
S135,Cyber Security,79,97,93,195,78,11,Security,Advanced
S135,Java,85,100,69,11,51,10,Programming,Advanced
S135,Data Structures,74,64,94,112,90,14,Programming,Intermediate
S135,C++,97,53,76,16,72,26,Programming,Advanced
S135,Linux,51,56,53,13,87,16,Tools,Intermediate
S135,Python,80,93,95,12,63,10,Programming,Advanced
S135,Deep Learning,42,46,97,140,56,15,AI,Beginner
S135,Data Analysis,56,54,63,151,84,12,Analytics,Intermediate
S136,SQL,97,61,62,61,97,22,Database,Advanced
S136,Power BI,47,45,84,75,78,26,Visualization,Beginner
S136,Statistics,43,73,67,29,95,14,Analytics,Beginner
S136,Computer Vision,85,75,59,70,84,9,AI,Advanced
S136,Cyber Security,83,59,70,10,84,16,Security,Advanced
S136,Java,82,56,79,101,89,27,Programming,Advanced
S136,Cloud Computing,48,53,89,182,56,29,Cloud,Beginner
S136,Data Analysis,87,84,98,99,77,17,Analytics,Advanced
S136,Algorithms,53,56,88,52,99,12,Programming,Intermediate
S136,C++,58,48,54,87,79,5,Programming,Intermediate
S137,C++,86,79,81,176,76,24,Programming,Advanced
S137,Git,60,56,60,185,97,12,Tools,Intermediate
S137,Computer Vision,62,83,59,155,91,27,AI,Intermediate
S137,Tableau,61,71,75,137,96,25,Visualization,Intermediate
S137,Data Analysis,90,42,91,125,74,6,Analytics,Advanced
S137,Cyber Security,82,54,50,42,75,20,Security,Advanced
S137,Algorithms,42,49,91,126,87,6,Programming,Beginner
S137,Cloud Computing,90,68,73,155,60,29,Cloud,Advanced
S137,SQL,45,94,86,172,53,5,Database,Beginner
S137,Python,79,59,89,41,73,5,Programming,Advanced
S138,Tableau,82,80,68,41,83,2,Visualization,Advanced
S138,Git,98,51,85,143,73,17,Tools,Advanced
S138,Cyber Security,72,81,71,94,56,24,Security,Intermediate
S138,Algorithms,59,88,78,109,90,13,Programming,Intermediate
S138,Excel,73,63,79,152,69,9,Visualization,Intermediate
S138,Statistics,69,43,86,69,81,17,Analytics,Intermediate
S138,Cloud Computing,90,89,94,165,60,20,Cloud,Advanced
S138,NLP,69,51,95,53,99,5,AI,Intermediate
S138,SQL,81,64,71,10,53,27,Database,Advanced
S138,Linux,53,98,71,78,79,7,Tools,Intermediate
S139,Excel,95,98,78,18,50,13,Visualization,Advanced
S139,Web Development,43,74,86,133,69,22,Development,Beginner
S139,Cloud Computing,58,68,68,127,64,12,Cloud,Intermediate
S139,Machine Learning,75,84,79,159,69,18,AI,Advanced
S139,Python,91,63,97,200,61,3,Programming,Advanced
S139,Linux,68,74,66,152,72,10,Tools,Intermediate
S139,Computer Vision,94,46,71,172,99,26,AI,Advanced
S139,NLP,77,72,57,171,86,10,AI,Advanced
S139,Algorithms,88,71,78,15,51,28,Programming,Advanced
S139,Git,85,84,88,195,84,17,Tools,Advanced
S140,C++,53,54,62,82,84,29,Programming,Intermediate
S140,Machine Learning,57,97,71,13,97,26,AI,Intermediate
S140,Deep Learning,64,82,93,62,53,28,AI,Intermediate
S140,Data Structures,96,97,76,155,85,4,Programming,Advanced
S140,Git,83,50,99,24,86,12,Tools,Advanced
S140,Power BI,48,83,53,179,64,24,Visualization,Beginner
S140,Cyber Security,89,87,99,15,94,17,Security,Advanced
S140,Data Analysis,56,59,93,107,82,2,Analytics,Intermediate
S140,Web Development,69,92,91,99,85,20,Development,Intermediate
S140,Linux,80,76,51,197,81,24,Tools,Advanced
S141,Python,93,75,84,118,90,13,Programming,Advanced
S141,Excel,97,67,89,31,72,1,Visualization,Advanced
S141,C++,88,71,83,100,89,16,Programming,Advanced
S141,Web Development,59,48,96,94,53,2,Development,Intermediate
S141,Deep Learning,61,57,75,49,61,19,AI,Intermediate
S141,Machine Learning,68,62,52,26,68,6,AI,Intermediate
S141,Cloud Computing,71,99,99,44,95,14,Cloud,Intermediate
S141,NLP,68,77,78,64,76,5,AI,Intermediate
S141,Java,91,50,60,60,58,12,Programming,Advanced
S141,Git,85,65,51,36,86,14,Tools,Advanced
S142,Tableau,86,61,94,53,93,9,Visualization,Advanced
S142,Linux,58,54,72,179,76,8,Tools,Intermediate
